RIVER_NAME,Station_ID,Name,Date,Temperature(c),PH(m),DO(Mg/L),Salinity(ppt),TDS(Mg/L),EC(MicroS)/cm,FE(Mg/L),CI(Mg/L),,,,,
Tongi Khal,SW299,Tongi,8/2/2015,27.70,7.26,0.47,0,54.4,108.9,0.42,21,,,,,
Lakhya,SW180,Narayanganj,8/1/2015,27.06,7.02,2.21,0,85.4,107.8,0.53,22,,,,,
Balu,SW7.5,Demra,7/5/2015,27.00,6.81,2.71,0,110.9,222,0.8,39.25,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,7/1/2015,27.00,6.86,2.42,0,79.1,158.3,0.46,29,,,,,
Lakhya,SW180,Narayanganj,7/1/2015,27.06,7.07,1.84,0,63.3,130.5,0.7,24,,,,,
Tongi Khal,SW299,Tongi,7/1/2015,27.70,7.05,0.44,0,58.5,117.1,0.42,12.9,,,,,
Balu,SW7.5,Demra,6/2/2015,27.00,7.38,0.55,0,75,150,0.03,26.25,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,6/1/2015,27.00,7,5.1,0.1,198,395,0.06,12.1,,,,,
Tongi Khal,SW299,Tongi,6/1/2015,27.70,7.32,0.67,0,95,190,0.03,29.5,,,,,
Lakhya,SW180,Narayanganj,6/1/2015,27.06,7.33,0.59,0,86.7,173,0.25,32.5,,,,,
Balu,SW7.5,Demra,5/4/2015,27.00,7.06,5.58,0.2,268,536,0.03,49.43,,,,,
Tongi Khal,SW299,Tongi,5/3/2015,27.70,7.19,7.38,0.3,347,694,0,50.40,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,5/2/2015,27.00,7.56,5,0.4,464,929,0.03,49.43,,,,,
Lakhya,SW180,Narayanganj,5/1/2015,27.06,7.54,6.2,0.2,229,457,0.27,,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,4/2/2015,27.00,7.36,1.66,0.4,436,872,0.6,158,,,,,
Balu,SW7.5,Demra,4/1/2015,27.00,7.98,3.15,0.5,496,992,0.1,145,,,,,
Tongi Khal,SW299,Tongi,4/1/2015,27.70,7.98,2.53,0.5,554,1109,0,134,,,,,
Lakhya,SW180,Narayanganj,4/1/2015,27.06,7.73,1.84,0.4,414,829,0.13,128,,,,,
Balu,SW7.5,Demra,3/1/2015,27.00,7.56,12.5,0.4,439,879,0,108,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,3/1/2015,27.00,7.39,10.76,0.4,488,976,0,134,,,,,
Tongi Khal,SW299,Tongi,3/1/2015,27.70,7.34,3.59,0.5,548,1096,0.31,135,,,,,
Lakhya,SW180,Narayanganj,3/1/2015,27.06,7.69,2.45,0.4,402,803,0.01,120,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,2/1/2015,27.00,7.38,15.5,0.4,406,813,0.02,100,,,,,
Balu,SW7.5,Demra,2/1/2015,27.00,7.56,1.21,0.3,306,612,0.02,40,,,,,
Lakhya,SW180,Narayanganj,2/1/2015,27.06,7.59,18.9,0.4,450,899,0.16,98,,,,,
Tongi Khal,SW299,Tongi,2/1/2015,27.70,6.9,12.27,0.5,503,1005,0.06,103,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,1/4/2015,27.00,7.25,21.3,0.3,389,778,0.3,103,,,,,
Balu,SW7.5,Demra,1/1/2015,27.00,7.41,5.3,0.2,279,559,0.26,41,,,,,
Lakhya,SW180,Narayanganj,1/1/2015,27.06,7.44,20.4,0.3,350,699,0.12,84,,,,,
Tongi Khal,SW299,Tongi,1/1/2015,27.70,7.62,3.4,0,70,140.1,0,9.5,,,,,
Balu,SW7.5,Demra,12/3/2014,27.00,7.21,2.39,0.2,2.03,4.06,0.09,70,,,,,
Balu,SW7.5,Demra,12/3/2014,27.00,7.21,2.39,0.2,203,406,0.29,70,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,12/1/2014,27.00,7.08,1.73,0.3,306,612,0.21,112,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,12/1/2014,27.00,7.08,1.73,0.3,306,612,0.21,112,,,,,
Tongi Khal,SW299,Tongi,12/1/2014,27.70,7.03,14.02,0.3,325,649,0.09,67,,,,,
Tongi Khal,SW299,Tongi,12/1/2014,27.70,7.03,14.02,0.3,325,649,0.09,67,,,,,
Lakhya,SW180,Narayanganj,12/1/2014,27.06,7.1,5.13,0.2,282,564,0.12,70,,,,,
Lakhya,SW180,Narayanganj,12/1/2014,27.06,7.1,5.13,0.2,282,564,0.12,70,,,,,
Tongi Khal,SW299,Tongi,11/2/2014,27.70,6.67,12.27,0.27,238.17,493.64,0.49,50.40,,,,,
Tongi Khal,SW299,Tongi,11/2/2014,27.70,6.67,1.55,0.1,117.8,236,0.48,17.5,,,,,
Tongi Khal,SW299,Tongi,11/2/2014,27.70,6.67,1.55,0.1,117.8,236,0.48,17.5,,,,,
Balu,SW7.5,Demra,11/1/2014,27.00,6.76,12.94,0.1,154.7,310,0.11,42.5,,,,,
Balu,SW7.5,Demra,11/1/2014,27.00,6.76,12.94,0.1,154.7,310,0.11,42.5,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,11/1/2014,27.00,7.06,3.19,0.1,44,87.9,0.03,11.6,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,11/1/2014,27.00,7.07,3.19,0.1,44,87.9,0.03,11.6,,,,,
Lakhya,SW180,Narayanganj,11/1/2014,27.06,6.61,11.52,0.1,174,349,0.12,36,,,,,
Lakhya,SW180,Narayanganj,11/1/2014,27.06,6.61,11.52,0.1,174,349,0.12,36,,,,,
Balu,SW7.5,Demra,10/1/2014,27.00,6.94,1.66,0.1,116.3,234,0.01,6.6,,,,,
Balu,SW7.5,Demra,10/1/2014,27.00,6.94,1.66,0.1,116.3,234,0.01,6.6,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,10/1/2014,27.00,7.78,1.22,0,80.8,161.5,0.02,28.5,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,10/1/2014,27.00,7.78,1.22,0,80.8,161.5,0.02,28.5,,,,,
Lakhya,SW180,Narayanganj,10/1/2014,27.06,6.89,1.44,0,59.1,118.6,0.64,12.8,,,,,
Lakhya,SW180,Narayanganj,10/1/2014,27.06,6.89,1.44,20,59.1,118.6,0.34,12.8,,,,,
Tongi Khal,SW299,Tongi,10/1/2014,27.70,6.94,1.38,0,69,138.1,0.03,21.5,,,,,
Tongi Khal,SW299,Tongi,10/1/2014,27.70,6.94,1.38,0,69,138.1,0.03,21.5,,,,,
Balu,SW7.5,Demra,9/2/2014,27.00,6.11,3.59,0,99.5,199,0.2,21.75,,,,,
Balu,SW7.5,Demra,9/2/2014,27.00,6.11,3.59,0,99.5,199,0.2,21.75,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,9/1/2014,27.00,5.98,1.68,0,83.1,166.2,0.27,7.75,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,9/1/2014,27.00,5.98,1.68,0,83.1,166.2,0.27,7.75,,,,,
Tongi Khal,SW299,Tongi,9/1/2014,27.70,6.54,4.67,0,67.9,135.8,0.01,9.5,,,,,
Tongi Khal,SW299,Tongi,9/1/2014,27.70,6.54,4.67,0,67.9,135.8,0.01,9.5,,,,,
Lakhya,SW180,Narayanganj,9/1/2014,27.06,6.66,4.4,0,79.1,158.2,0.1,12,,,,,
Lakhya,SW180,Narayanganj,9/1/2014,27.06,6.66,4.4,0,79.1,158.2,0.1,12,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,8/4/2014,27.00,7.29,8.24,0,84.2,168.2,0.03,11.75,,,,,
Balu,SW7.5,Demra,8/3/2014,27.00,6.58,5.42,0,117.1,234,0.22,18.75,,,,,
Balu,SW7.5,Demra,8/3/2014,27.00,6.58,5.42,0,117.1,234,0.22,18.75,,,,,
Tongi Khal,SW299,Tongi,8/3/2014,27.70,6.66,4.85,0,65.3,130.7,0.05,6,,,,,
Tongi Khal,SW299,Tongi,8/3/2014,27.70,6.66,4.85,0,65.3,130.7,0.05,6,,,,,
Lakhya,SW180,Narayanganj,8/1/2014,27.06,6.67,2.62,0,91.3,182.2,0.05,13.25,,,,,
Lakhya,SW180,Narayanganj,8/1/2014,27.06,6.67,2.62,0,91.3,182.2,0.05,13.25,,,,,
Balu,SW7.5,Demra,7/2/2014,27.00,6.82,2.07,0,121.1,242,0.38,27.5,,,,,
Balu,SW7.5,Demra,7/2/2014,27.00,6.82,2.07,0,121.1,242,0.38,27.5,,,,,
Lakhya,SW180,Narayanganj,7/2/2014,27.06,6.67,1.82,0,96.6,193.5,0.65,17.75,,,,,
Lakhya,SW180,Narayanganj,7/2/2014,27.06,6.67,1.82,0,96.6,193.2,0.65,17.75,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,7/1/2014,27.00,7.38,2.62,0,127,255,0.12,25.75,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,7/1/2014,27.00,7.38,2.62,0,127,255,0.12,25.75,,,,,
Tongi Khal,SW299,Tongi,7/1/2014,27.70,6.7,1.7,0,68.7,137.4,0.22,12.75,,,,,
Tongi Khal,SW299,Tongi,7/1/2014,27.70,6.7,1.7,0,68.7,137.4,0.22,12.75,,,,,
Balu,SW7.5,Demra,6/2/2014,27.00,7.25,0.61,0.4,414,828,0.01,105,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,6/1/2014,27.00,7.14,3.63,0.3,312,619,0.03,72,,,,,
Lakhya,SW180,Narayanganj,6/1/2014,27.06,7.39,0.37,0.4,455,910,0.04,114,,,,,
Tongi Khal,SW299,Tongi,6/1/2014,27.70,7.21,0.07,0.6,613,1126,0.03,130,,,,,
Balu,SW7.5,Demra,5/4/2014,27.00,7.08,0.69,0.5,527,1054,0.08,150,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,5/4/2014,27.00,7.33,0.28,0.5,568,1136,0.01,172,,,,,
Tongi Khal,SW299,Tongi,5/4/2014,27.70,7.31,1.8,0.7,780,1481,0.14,312.5,,,,,
Lakhya,SW180,Narayanganj,5/1/2014,27.06,7.41,0.21,0.5,572,1144,0.06,142,,,,,
Balu,SW7.5,Demra,4/2/2014,27.00,7.07,2.34,0,528,1057,0.01,125,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,4/1/2014,27.00,7.04,1.66,0.4,437,874,0.03,116,,,,,
Tongi Khal,SW299,Tongi,4/1/2014,27.70,7.06,8.83,0.5,505,1010,0,99,,,,,
Lakhya,SW180,Narayanganj,4/1/2014,27.06,7.31,1.1,0.3,367,733,0.06,108,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,3/2/2014,27.00,7.07,12.12,0.4,457,914,0.01,120,,,,,
Balu,SW7.5,Demra,3/2/2014,27.00,6.55,0.48,0.4,490,979,0.04,130,,,,,
Lakhya,SW180,Narayanganj,3/1/2014,27.06,7.32,3.28,0.5,529,1059,0.07,148,,,,,
Tongi Khal,SW299,Tongi,3/1/2014,27.70,7.2,0.77,0.5,539,1079,0.03,153,,,,,
Lakhya,SW180,Narayanganj,2/10/2014,27.06,7.43,9.78,0.3,366,731,0.13,110,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,2/2/2014,27.00,7.13,1.51,0.3,397,794,0.08,181,,,,,
Balu,SW7.5,Demra,2/1/2014,27.00,6.79,0.74,0.5,512,1023,0.06,117,,,,,
Tongi Khal,SW299,Tongi,2/1/2014,27.70,7.42,0.53,0.4,484,968,0.01,130,,,,,
Balu,SW7.5,Demra,1/2/2014,27.00,7.75,8,0.2,278,556,0.01,70,,,,,
Tongi Khal,SW299,Tongi,1/1/2014,27.70,7.86,6.6,0.3,386,771,0.01,115,,,,,
Lakhya,SW180,Narayanganj,12/31/2013,27.06,7.58,5.1,0.2,288,577,0.01,89,,,,,
Balu,SW7.5,Demra,12/10/2013,27.00,7.92,5.2,0.2,214,429,0.02,142,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,12/4/2013,27.00,7.85,6,0.1,183.3,367,0.01,54.25,,,,,
Tongi Khal,SW299,Tongi,12/1/2013,27.70,7.92,6,0.2,298,596,0.01,67,,,,,
Balu,SW7.5,Demra,11/4/2013,27.00,7.94,5.2,0.1,128.4,257,0.03,35.5,,,,,
Balu,SW7.5,Demra,11/4/2013,27.00,7.94,5.2,0.1,128.4,257,0.03,35.5,,,,,
Tongi Khal,SW299,Tongi,11/4/2013,27.70,7.67,5.1,0.1,135.6,271,0.01,20.5,,,,,
Tongi Khal,SW299,Tongi,11/4/2013,27.70,7.67,5.1,0.1,135.6,271,0.01,20.5,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,11/3/2013,27.00,6.67,5.2,0.01,144.5,289,0.02,53.5,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,11/3/2013,27.00,7.37,5.2,0.01,144.5,289,0.02,53.5,,,,,
Balu,SW7.5,Demra,9/2/2013,27.00,6.95,0.9,0,93.9,187.7,0.02,17.25,,,,,
Lakhya,SW180,Narayanganj,9/2/2013,27.06,7.2,8.9,0,95.9,191.9,0.03,18.75,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,9/1/2013,27.00,7.21,7.8,0,85.6,171.6,0.03,18.75,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,9/1/2013,27.00,7.21,7.8,0,85.6,171.6,0.29,49.43,,,,,
Tongi Khal,SW299,Tongi,9/1/2013,27.70,7.5,7.6,0,82.5,164.5,0.03,17.25,,,,,
Lakhya,SW180,Narayanganj,8/4/2013,27.06,7.26,7.17,0,87.9,175.8,0.03,21.25,,,,,
Balu,SW7.5,Demra,8/2/2013,27.00,7.2,9.66,0,87.9,175.8,0.03,21.25,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,8/1/2013,27.00,7.32,6.6,0,91.4,182.8,0.29,49.43,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,8/1/2013,27.00,7.32,6.6,0,91.4,182.8,0.03,21.25,,,,,
Tongi Khal,SW299,Tongi,8/1/2013,27.70,7.2,6.47,0,81.6,163.1,0.03,14.5,,,,,
Balu,SW7.5,Demra,7/2/2013,27.00,7.48,7.2,0.1,156.1,312,0.03,37.5,,,,,
Lakhya,SW180,Narayanganj,7/2/2013,27.06,7.45,7.88,0.1,131,262,0.03,27.25,,,,,
Tongi Khal,SW299,Tongi,7/2/2013,27.70,7,6.48,0.1,174.2,348,0.03,32,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,7/1/2013,27.00,7.15,7.13,0.2,259,518,0.29,49.43,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,7/1/2013,27.00,7.15,7.13,0.2,259,518,3,48.25,,,,,
Balu,SW7.5,Demra,6/4/2013,27.00,6.71,0.2,0.2,253,506,0.29,49.43,,,,,
Lakhya,SW180,Narayanganj,6/3/2013,27.06,6.45,1.47,0.2,221,421,0.02,38.25,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,6/2/2013,27.00,6.83,0,0.4,448,896,0.03,91.5,,,,,
Tongi Khal,SW299,Tongi,6/2/2013,27.70,6.85,0.6,0.3,320,640,0.03,70.63,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,6/2/2013,27.00,6.83,,0.4,448,896,0.29,49.43,,,,,
Balu,SW7.5,Demra,5/25/2013,27.00,6.57,0,0.5,505,1010,0.02,95,,,,,
Lakhya,SW180,Narayanganj,5/8/2013,27.06,7.62,7.04,0.4,455,910,0.03,78,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,5/2/2013,27.00,7.02,0.9,0.3,335,670,0.03,88,,,,,
Tongi Khal,SW299,Tongi,5/2/2013,27.70,7.12,7.46,0.4,485,971,0.03,69.25,,,,,
Balu,SW7.5,Demra,4/2/2013,27.00,7.14,8.29,0.4,447,894,0.03,74,,,,,
Tongi Khal,SW299,Tongi,4/2/2013,27.70,6.85,0.6,0.3,320,640,0.02,65,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,4/1/2013,27.00,7.15,6,0.2,269.1,539,0.02,83,,,,,
Tongi Khal,SW299,Tongi,4/1/2013,27.70,7.16,5.9,0.3,331,661,0.02,61.5,,,,,
Lakhya,SW180,Narayanganj,4/1/2013,27.06,7.12,5.6,0.2,218,413,0.02,35,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,3/6/2013,27.00,6.47,6.21,0.4,463,926,0,94,,,,,
Lakhya,SW180,Narayanganj,3/6/2013,27.06,6.27,6.5,0.3,364,728,0.02,81,,,,,
Balu,SW7.5,Demra,3/4/2013,27.00,6.51,0.3,0.7,732,1463,0.02,117.5,,,,,
Tongi Khal,SW299,Tongi,3/2/2013,27.70,7.37,0.15,0.4,463,932,0.85,68,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,2/3/2013,27.00,6.77,7.62,0.4,446,892,0.02,85,,,,,
Balu,SW7.5,Demra,2/3/2013,27.00,6.75,7.48,0.4,420,839,0.01,82,,,,,
Lakhya,SW180,Narayanganj,2/3/2013,27.06,6.53,7.75,0.3,383,766,0.02,78,,,,,
Tongi Khal,SW299,Tongi,2/1/2013,27.70,6.57,6.93,0.4,465,930,0.05,97,,,,,
Balu,SW7.5,Demra,1/2/2013,27.00,6.57,8.86,0.2,258,515,0.27,77.5,,,,,
Lakhya,SW180,Narayanganj,1/2/2013,27.06,6.91,7.93,0.2,296,592,0.02,97.5,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,1/1/2013,27.00,6.91,7.04,0.3,342,683,0.02,95,,,,,
Tongi Khal,SW299,Tongi,1/1/2013,27.70,7.32,8.46,0.3,373,746,0.03,145,,,,,
Balu,SW7.5,Demra,12/3/2012,27.00,6.94,8.09,0.1,157.3,315,0.03,36,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,12/2/2012,27.00,6.61,8.8,0.2,227,453,0.01,41.5,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,12/2/2012,27.00,6.61,8.8,0.2,227,453,0.01,41.5,,,,,
Lakhya,SW180,Narayanganj,12/2/2012,27.06,6.72,8.74,0.2,228,456,0.03,44,,,,,
Tongi Khal,SW299,Tongi,12/2/2012,27.70,6.87,7.76,0.2,271,541,0.03,55,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,11/4/2012,27.00,7.02,8.98,0,129.5,259,0.04,30,,,,,
Lakhya,SW180,Narayanganj,11/4/2012,27.06,6.8,8.66,0.1,135.2,270,0.06,28.5,,,,,
Tongi Khal,SW299,Tongi,11/4/2012,27.70,6.99,8.48,30,122.2,244,0.03,27.5,,,,,
Balu,SW7.5,Demra,11/2/2012,27.00,6.57,8.15,0.1,140.1,281,0.03,34.5,,,,,
Balu,SW7.5,Demra,10/1/2012,27.00,6.35,7.88,0,98.7,197.5,0.02,23.5,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,10/1/2012,27.00,6.56,7.85,0,78.6,157.2,0.03,11.2,,,,,
Tongi Khal,SW299,Tongi,10/1/2012,27.70,6.59,8.68,0,78.1,156.2,0.02,14.5,,,,,
Lakhya,SW180,Narayanganj,10/1/2012,27.06,6.56,7.25,0,74.5,149.1,0.13,17.25,,,,,
Balu,SW7.5,Demra,9/4/2012,27.00,7.32,6.02,0,93.4,186.9,0.03,32,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,9/3/2012,27.00,6.63,7.59,0,82,163.9,0.03,38.5,,,,,
Lakhya,SW180,Narayanganj,9/2/2012,27.06,6.74,6.96,0,66.3,132.8,0.15,20,,,,,
Tongi Khal,SW299,Tongi,9/1/2012,27.70,6.65,6.11,0,74.3,148.6,0.12,38.5,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,8/4/2012,27.00,7.29,8.24,0,84.2,168.4,0.03,11.75,,,,,
Balu,SW7.5,Demra,8/2/2012,27.00,7.37,101.3,0,107.1,214,0.02,48,,,,,
Tongi Khal,SW299,Tongi,8/1/2012,27.70,7.35,101.7,0,71.6,143,0.02,50.25,,,,,
Balu,SW7.5,Demra,7/2/2012,27.00,7.86,109.8,0,103.8,208,0.01,52.25,,,,,
Lakhya,SW180,Narayanganj,7/2/2012,27.06,7.5,103.9,0,69.7,139.1,0.03,50.75,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,7/1/2012,27.00,7.22,99.6,0.1,164.4,329,0,73,,,,,
Balu,SW7.5,Demra,6/4/2012,27.00,6.7,61.2,0.4,418,834,0,0,,,,,
Balu,SW7.5,Demra,6/4/2012,27.00,6.71,0.2,0.2,253,506,0.03,48,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,6/3/2012,27.00,7.05,89.7,0.3,328,656,0,0,,,,,
Lakhya,SW180,Narayanganj,6/3/2012,27.06,6.9,83.7,0.02,285,570,0,0,,,,,
Tongi Khal,SW299,Tongi,6/3/2012,27.70,6.5,7.8,0.4,469,942,0,0,,,,,
Balu,SW7.5,Demra,5/3/2012,27.00,7.12,11.52,0.4,447,894,0.06,143,,,,,
Tongi Khal,SW299,Tongi,5/2/2012,27.70,7.34,16.25,0.4,454,908,0.01,147,,,,,
Lakhya,SW180,Narayanganj,5/2/2012,27.06,7.09,12.82,0.4,440,880,0.01,179,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,5/1/2012,27.00,7.19,15.01,0.4,438,876,0.04,158,,,,,
Balu,SW7.5,Demra,4/2/2012,27.00,6.87,0.07,0.5,516,1049,0,0,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,4/1/2012,27.00,7.68,0.2,0.5,501,100,0.02,171,,,,,
Tongi Khal,SW299,Tongi,4/1/2012,27.70,6.82,0.03,0.4,391,799,0.04,130,,,,,
Lakhya,SW180,Narayanganj,4/1/2012,27.06,7.36,0,0.3,372,7.63,0.03,150,,,,,
Balu,SW7.5,Demra,2/6/2012,27.00,7.2,7.2,0.3,390,782,0.29,72,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,2/1/2012,27.00,7.3,7,0.4,460,919,0.05,44,,,,,
Lakhya,SW180,Narayanganj,2/1/2012,27.06,8,7,0.3,359,726,0.05,62,,,,,
Tongi Khal,SW299,Tongi,2/1/2012,27.70,7.6,6.6,0.4,403,805,0.05,71,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,1/1/2012,27.00,7.2,6.8,0.4,402,804,0.05,24,,,,,
Balu,SW7.5,Demra,1/1/2012,27.00,7.5,6.5,0.4,424,848,0.29,14,,,,,
Lakhya,SW180,Narayanganj,1/1/2012,27.06,7.4,6.3,0.2,271,542,0.05,10,,,,,
Tongi Khal,SW299,Tongi,1/1/2012,27.70,7.4,6.3,0.3,351,703,0.05,13,,,,,
Balu,SW7.5,Demra,12/5/2011,27.00,6.9,6.4,0.2,240,479,0.29,12,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,12/1/2011,27.00,7.1,6.9,0.3,318,635,0.05,25,,,,,
Lakhya,SW180,Narayanganj,12/1/2011,27.06,7.3,7.1,0.2,232,463,0.05,14,,,,,
Tongi Khal,SW299,Tongi,12/1/2011,27.70,7.2,7,0.3,319,638,0.05,16,,,,,
Balu,SW7.5,Demra,11/4/2011,27.00,7.4,7,0.1,162,324,0.29,14,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,11/1/2011,27.00,7.3,6.4,0.1,178,357,0.05,27,,,,,
Tongi Khal,SW299,Tongi,11/1/2011,27.70,7.6,7.1,0.5,488,977,0.05,77,,,,,
Lakhya,SW180,Narayanganj,11/1/2011,27.06,7.4,6.5,0.1,154,309,0.05,18,,,,,
Balu,SW7.5,Demra,10/4/2011,27.00,7.5,6.7,0,90,180,0.29,27,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,10/2/2011,27.00,7.3,6.8,0,112,224,0.05,30,,,,,
Lakhya,SW180,Narayanganj,10/2/2011,27.06,7.5,7.3,0,79,157,0.05,32,,,,,
Tongi Khal,SW299,Tongi,10/1/2011,27.70,7.5,7.1,0,73,146,0.05,26,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,9/6/2011,27.00,7.4,7.9,0,67,135,0.05,21,,,,,
Lakhya,SW180,Narayanganj,9/5/2011,27.06,7.6,8.2,0,64,127,0.05,30,,,,,
Tongi Khal,SW299,Tongi,9/4/2011,27.70,7.4,7.7,0,60,121,0.05,22,,,,,
Balu,SW7.5,Demra,9/3/2011,27.00,7.4,7.7,0,100,201,0.05,29,,,,,
Balu,SW7.5,Demra,8/2/2011,27.00,7.6,8,0,112,224,0.05,37,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,8/1/2011,27.00,7.6,8.4,0.1,130,261,0.05,25,,,,,
Lakhya,SW180,Narayanganj,8/1/2011,27.06,8.3,8.5,0,78,156,0.05,24,,,,,
Tongi Khal,SW299,Tongi,8/1/2011,27.70,8,7.9,0,73,147,0.05,22,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,7/4/2011,27.00,7.6,9.2,0.1,131,262,0.44,65,,,,,
Balu,SW7.5,Demra,7/4/2011,27.00,7.2,7.8,0,51,102,0.05,69,,,,,
Tongi Khal,SW299,Tongi,7/3/2011,27.70,7.5,8.9,0,60,120,0.24,30,,,,,
Lakhya,SW180,Narayanganj,7/3/2011,27.06,7.6,8.6,0,87,174,0.05,29,,,,,
Lakhya,SW180,Narayanganj,4/4/2011,27.06,7.1,6.3,0.2,288,577,0.14,25,,,,,
Balu,SW7.5,Demra,4/3/2011,27.00,6.8,4.5,0.4,593,789,0.32,16,,,,,
Balu,SW7.5,Demra,4/3/2011,27.00,6.8,4.5,0.4,393,789,0.32,16,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,4/3/2011,27.00,6.8,2.6,0.6,598,1199,0.05,26,,,,,
Tongi Khal,SW299,Tongi,4/1/2011,27.70,6.6,2.4,0.5,555,1114,0.2,30,,,,,
Tongi Khal,SW299,Tongi,4/1/2011,27.70,6.6,2.4,0.27,555,1114,0.2,30,,,,,
Balu,SW7.5,Demra,3/3/2011,27.00,7.4,3.2,0.5,518,1031,0.21,23,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,3/1/2011,27.00,7.3,2.6,0.4,390,781,0.05,18,,,,,
Lakhya,SW180,Narayanganj,3/1/2011,27.06,7.6,3.7,0.3,379,758,0.25,30,,,,,
Tongi Khal,SW299,Tongi,3/1/2011,27.70,7.4,2.25,0.4,445,891,0.31,27,,,,,
Balu,SW7.5,Demra,2/1/2011,27.00,7.4,3,0.5,518,1031,0.3,21,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,2/1/2011,27.00,7.2,2,0.3,389,780,0.05,20,,,,,
Lakhya,SW180,Narayanganj,2/1/2011,27.06,7.6,4,0.3,379,758,0.2,32,,,,,
Tongi Khal,SW299,Tongi,2/1/2011,27.70,7.4,2.2,0.4,445,891,0.2,30,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,6/3/2010,27.00,7.19,1.58,0.2,260,520,0.53,51,,,,,
Tongi Khal,SW299,Tongi,6/2/2010,27.70,7.85,3.06,0.1,160,493.64,0.05,34,,,,,
Balu,SW7.5,Demra,6/1/2010,27.00,7.3,1.99,0.3,297,594,0.13,77,,,,,
Lakhya,SW180,Narayanganj,6/1/2010,27.06,7.12,2.92,0,74,148,0.16,13,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,5/2/2010,27.00,7.06,7.05,0.1,144,287,0.05,30,,,,,
Lakhya,SW180,Narayanganj,5/2/2010,27.06,7.1,6.98,0,143,286,0.08,29,,,,,
Tongi Khal,SW299,Tongi,5/2/2010,27.70,6.96,5.21,0.4,427,854,0.05,11,,,,,
Balu,SW7.5,Demra,5/1/2010,27.00,7.69,2.34,0.2,290,579,0.1,7.5,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,4/1/2010,27.00,7.3,7.09,0.4,396,792,0.1,99,,,,,
Balu,SW7.5,Demra,4/1/2010,27.00,6.83,6.27,0.3,321,642,0.17,8,,,,,
