RIVER_NAME,Station_ID,Name,Date,Temperature(c),PH(m),DO(Mg/L),Salinity(ppt),TDS(Mg/L),EC(MicroS)/cm,FE(Mg/L),CI(Mg/L),,,,,
Buriganga,SW42,Dhaka_Mill Barrack,8/9/2002,29.8,8.37,5.3,0.05,0.08,124.7,0.29,49.43,,,,,
Lakhya,SW179,Demra,8/9/2002,29.34,8.49,7.18,0.05,0.08,130.7,0.72,,,,,,
Balu,SW7.5,Demra,4/26/2001,30.7,7.5,7.3,0.18,460,920,0.29,49.43,,,,,
Dhaleswari,SW69,Savar,4/26/2001,30.5,7.7,7.3,0.02,465,921,0,50,,,,,
Balu,SW7.5,Demra,4/25/2001,31,7.95,6.4,0.18,77.6,155.05,0.29,49.43,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,4/23/2001,29.1,7.49,7.6,0.18,196.5,393,0.29,49.43,,,,,
Dhaleswari,SW70,Kalatia_Outfall,4/23/2001,29.5,7.26,7.4,0.02,194.7,389,0,50,,,,,
Buriganga,SW42,Dhaka_Mill Barrack,4/22/2001,31.4,6.8,7,0.18,247.5,495,0.29,49.43,,,,,
Lakhya,SW179,Demra,4/21/2001,30.1,7.77,7.1,0.13,303,606,0.33,,,,,,
Balu,SW7.5,Demra,4/20/2001,33.2,7.8,6.7,0.18,124.8,248,0.29,49.43,,,,,
Lakhya,SW179,Demra,4/19/2001,32.1,7.66,7.7,1.73,124,248,0.72,,,,,,
Lakhya,SW180,Narayanganj,4/19/2001,31.1,7.61,6.9,1.73,90.8,181.3,0.72,,,,,,
Tongi Khal,SW299,Tongi,4/14/2001,30.8,7.85,6.8,0.27,357,715,0.49,50.40,,,,,
